title,label_score
MIS Sabet Juara Umum 2 Kejuaraan Sepatu Roda Piala Wali Kota Pariaman,0
"PNS Jangan Coba-coba Ngelike Status Penyebar Kebencian, Bakal Disanksi Berat!",1
"Aktivis Walhi Sumut Meninggal, Kata Pak Polisi Karena Kecelakaan, Tapi...",1
Gawat!!! Titik Api di Sumatera dan Kalimantan Makin Banyak,1
"Nusuk Banget! ""Protes mulu, sudah ngapain aja kamu buat negara ini?""",1
"Alamakjangggg!! Wali Kota Medan Kena OTT KPK, Barbuknya Rp200 Juta",1
SAH! Ini Daftar Nama Menteri Kabinet Jokowi - Ma'ruf Amin,1
"Tak Terima Ditegur Karena Merokok, Alex Tikam Guru 9 Liang",0
"Disdukcapil Medan Cetak 250 Ribu e-KTP, ""Ngurus e-KTP Langsung aja Kemari, Gratis!""",1
"Uwak-uwak Cabul Ini Nekat Bacoki Polisi saat Akan Ditangkap, Dipermaklah!!!",1
"Dapat Jatah Wamen, Projo Nggak Jadi Bubar dan Malah Puji Prabowo",1
"Seratusan Preman Rusak Masjid di Medan, Polisi : Dugaan Sementara Motifnya Pencurian",0
"PLN Persembahkan Konser Karena Cinta, Judika dan Andmesh Siap Pukau Penonton",0
"R-APBD Kota Medan Disahkan, Tidak Ada Jalan Berlubang dan Banjir Lagi",0
"Catat! Begini Ciri-ciri Razia Polisi yang Resmi, Jangan Sampek Ketipu!",1
"MANTAP! Pelajar Tolong Polisi yang Terbakar, Begini Kisah Lengkapnya",1
"Potong Honor Pegawai Hingga 25%, Kepala Puskesmas di Labuhanbatu Kena OTT",0
"Istri Pakai Handuk di Jalan, Ditarik Suami, Warga Dapat Tontonan Gratis...",1
BRAKKK!! Innova Ngebut Sorong Truk Lagi Berhenti di Belmera,1
"Rotasi Bumi Melambat, Gempa Besar Bakal Semakin Sering Terjadi",0
"Bank Mandiri Error,  Saldo Nasabah Berubah Drastis, Ada yang Bertambah Rp95juta!",1
Siap-siap!! Pengembang Properti Cina Mau Investasi Besar-besaran,1
Keputusan Menteri BUMN Bikin Krakatau Steel Rugi Trilyunan Rupiah,0
"Nasdem Dukung Anies Jadi Presiden, PDIP Kaget : Kasian Pak Jokowi...",1
"Bocah Lagi Ngaji Diseret Paksa Oknum Polisi, Sudah Minta Ampun Tetap Dihajar",1
Anda Pernah Kehilangan Motor? Segera Cek Daftar Dari Polsek Medan Labuhan Ini,1
"Bikin Uang Mahar Hias, Bisa Dipidana 5 Tahun Bui dan Denda Rp1 Miliar!!",1
"Saat Bank Mandiri Error, Ada 2670 Nasabah yang Transfer 'Keuntungan'",1
"Setelah 'Ditanami Saham',  Model Seksi asal Indonesia Ini Ditinggal Kabur Pacar",1
Mobil Mewah Tabrak dan Lindas Sepmor di Jalan Ahmad Yani Medan,0
"Menikmati Eksotisnya Sungai Berdinding Batu Raksasa di Tarean, Sergai",0
[Lipsus Gabungan] Terlampau Sadis! Begini Perlakuan Polisi Terhadap Anak-anak yang Ditahan Saat Rusuh di Bawaslu,1
"Sering Posting di Medsos, Istri Diceraikan Suami, ""Postingannya Foto Payudara Nyembul Semua!""",1
Dua Penampakan di Google Maps ini Bikin Warganet Ketakutan,1
"Berdasarkan Info dari Kementrian, Polda Aceh Sita 11,8 Ton Bibit Padi Munirwan",0
"Kemenag : Pasangan yang Mau Nikah, Harus Dites Narkoba",0
"50 Polisi Gendut Dipaksa Ikut Program Diet, Lihat Ukuran Perutnya Nih..",1
"Beginilah Kondisi Iwan, Pria Gangguan Jiwa Karena Kecanduan Game Hape",1
"Lagi Pesta Ganja Digrebek Polisi, Pemuda Ini Ngompol di Celana",1
BRAKK!! Truk Ngebut Lindas 3 Pengendara Motor di Jalan Gatsu Medan,1
"Ini Kriteria Penerima Kartu Prakerja, Apakah Anda Termasuk Salah Satunya?",1
"Ketauan Poligami, Suami Lagi Tidur Disiram Air Panas, Tewas!",1
"Hotnews!! Diciduk Polisi, Nunung Positif Pakai Narkoba",1
Warga Medan Labuhan Tertimpa Pohon di Jalan Imam Bonjol,0
"Sudah Dikafani, Bangkit Lagi, Ternyata Pura-pura Mati Karena Banyak Utang",1
"Suami Barusan Keluar Rumah, Istri Masukkan Selingkuhan, Kemudian... Crottt...",1
"Mahasiswa Ini Ciptakan Alat Ubah Plastik ke BBM, Warganet : Awas Ditangkap Dik...!!",1
"5,2 Juta Penerima Bantuan BPJS Dihapus, Iuran BPJS Bakal Dinaikkan",0
"Truk Angkut Tanah Menimpa Sigra, Hanya 1 Balita yang Selamat",0
"Awas!!! Kibarkan Bendera Kusut, Koyak dan Luntur Bisa Kena Pidana",1
"Rupiah Merosot Lagi, Menko Darwin Terkejut Lalu Bilang : Nanti Juga Balik Lagi...",1
"Agus Lagi Nafsu, Lisa Diciumi, Terus Dibuka Nananya, Eh... Rupanya Laki-laki Juga, Padahal Udah Minum Obat Kuat!",1
"Sakti Banget Bro!! Saldo Rp 0, Tapi Bisa Transfer Milyaran, Begini Modusnya...",1
"Kementan : Penangkapan Petani Aceh Sudah Tepat, Demi Melindungi Petani Juga",0
"Ibunya Meninggal Ditabrak Mobil, Bocah Ini Tak Bisa Ikut Membantu Menyapu Jalan Lagi...",1
Anda Penikmat Kopi Susu? Ini Bahaya yang Mengintai...,1
"Jaga Paspor Anda, Kalau Hilang Dendanya Mahal, Ngurusnya Ribet",1
"Innalillahi... Asyik Video Call di Pinggir Rel, 2 Emak-emak Disambar KA",1
"Tergiur Foto Cewek di Medsos, Rela Terbang dari Korea, Endingnya Lucu Tapi Tragis",1
Intel Kodim 1804 Sorong Tangkap Oknum TNI Penjual Amunisi ke KKSB OPM,0
"""Maaf Bu Guru. Bukannya Saya Nggak Mau Makan, Tapi Tidak Ada Beras Lagi di Rumah""",1
"Artis Lebanon : Warga Palestina Seperti Monster,  Mereka Pantas Dibakar",1
"Kepala Ditikam Pisau, Driver Ojol 'Dibuang' di Tempat Sampah, Motor Dilarikan Begal di KIM 2",1
"Penjelasan Petinggi PLN Terlalu Panjang, Jokowi Marah dan Langsung Pergi, Padahal...",1
Keluarga Mbah Moen Minta HRS Menjadi Imam Sholat dan Doa di Pemakaman,0
"Hiii... Lintah Danau Toba Masuk ke Hidung Turis, Nggak Bisa Ditarik, Akhirnya...",1
"Gawat! Hampir 50% Surat Utang Negara Dimiliki Asing, Menko Darmin : Kita Bisa Terbanting!!!",1
"Kristina Gultom Dibantai Suami Tetangganya, Kronologinya Sadis Kali!!!",1
Memek Ditetapkan Sebagai Warisan Budaya Tak Benda Indonesia,1
DUARRR!! Pengembala dan 19 Kerbau di Tapteng Tewas Seketika,1
"TRENDING TOPIC!!! Siswa SMKN 7 Medan Minta Keadilan, Polantas Malah Kabur",1
Hajab Kali Ah!! Warga Miskin yang Mau Dibedah Rumah pun Dipungli,1
"Bajing Loncat di Mabar Makin Meresahkan, ""Kau Laporkan Aja ke Polisi, Gak Takut Aku!""",1
"Polisi yang Dipecat Karena Ketahuan Ngojek, Punya 8 Anak dan Terjerat Riba",1
"Posting Membantu Siswa Miskin, Guru Honorer Malah Dituntut",1
Viral! Pengendara RX King Tersungkur Kena Tendangan Maut Pak Polisi,1
"Viral Paskibra Yatim Digantikan Anak Pejabat, Bupati : Anak Saya Luar Biasa...",1
"Hari Pertama Operasi Patuh Toba 2019, Sudah Terjaring 1828 Pelanggaran",0
"Lolos Dari Hukuman Mati, Kekayaan Bandar Narkoba Ini Kalahkan Sandiaga Uno",1
Bule Asal Swedia Ini Ngaku Simpan Rp800 Triliun di Bank Mandiri,1
"Sah!!! Mulai Bulan Depan Beban Hidup Rakyat Makin Berat, Iuran BPJS Naik 100%",1
"Nekat Putar Balik Saat Razia, Siap-siap Dikejar Polisi",1
"Jayapura Mencekam! Kantor-kantor Dibakar, Warga Sembunyi di Rumah",1
UPDATE NEWS!!! Selatan Jawa Terancam Gempa Dahsyat dan Tsunami 20 Meter,1
"Banting Tulang jadi Ojol, Pria Ini Histeris saat Pulang ke Rumah, Kenyataan Pahit yang Bisa Bikin Bunuh Diri!!!",1
"MUI Sumut Buka Suara, Bolu Meranti Belum Penuhi Syarat Standar Jaminan Halal",0
"Pemerasan Modus Tangkapan Narkoba, 4 Oknum Polisi Diamankan",0
"Skenario Penipuan Makin Canggih, Warga Medan Nyaris Kehilangan Rp24juta",1
"Fenomena Payung Awan di Puncak Rinjani setelah Gerhana Bulan, Ini Penjelasan Ilmiahnya...",1
"Lihat Istri Tetangga Pakai Baju Seksi, Petugas Linmas Jadi Pengen Masuki",1
"Perut Ditendang, Emak-emak Brayan Bengkel Dibegal, Warga : Pelakunya Itu Itu Saja!",1
"Sempat Semangati Bu Ani Yudhoyono, Kini Pak Sutopo pun Berpulang...",1
"Coba-coba jadi PSK, Pelanggan Pertamanya Ternyata Suami Sendiri",1
"Ationg Penganiaya Wartawan Masih Bebas, Lokasi Judinya Aktif di Bulan Puasa",1
Jokowi : Prabowo dan Sandi adalah Negarawan Sejati,0
"Pejabat Kemenpora Minta Fortuner, Gara-gara Pajero Sport-nya Nggak Bisa Kejar Menteri",1
Aplikasi Edit Foto Yang Wajib Ada di Smartphone,1
"Pulang Kerja, Dengar Suara Desahan Keenakan, Pas Masuk Rumah, Ternyata...",1
"Innalillahi.. Pabrik Mancis Binjai Terbakar, Puluhan Jenazah Gosong Menumpuk!",1
Ini Dia Pemilik dan Manajer Pabrik Mancis yang Terbakar di Langkat,1
"Dugaan Korupsi KPU Rp 12T Dilaporkan ke KPK, Begini Rinciannya!",1
"""Anakku Menyusul Ibunya ke Pabrik Usai Sekolah, Kini Mereka Tiada... """,1
"Pengakuan Mantan Pekerja Pabrik Korek Api, ""Pintu Selalu Dikunci, Supaya Tak Ada yang Nyuri""",1
"Wartawan Jadi Korban Keberingasan Aparat Keamanan,  ""Dipukul dan Dihapus Rekamannya!""",1
"""Pak Kapolri, Anggota Bapak Nggak Mampu Tangkap Bos Judi Ationg!""",1
Teganya... Pabrik Minyak Goreng di Medan Pecat Karyawan Jelang Lebaran,1
SURPRISE! Harga Tiket ke Jepang Lebih Murah daripada Jakarta-Pekanbaru,1
Intip Keseruan Acara Bukber Perusahaan IT Terbaik di Indonesia,1
"Innalillahi... Bu Ani Meninggal Dunia, Semoga Husnul Khotimah...",1
Merinding! Ini Makna Tulisan Terakhir Ustadz Arifin Ilham,1
"Awalnya Menggebu-gebu, Proyek Rel Medan-Aceh Mangkrak",1
"Miris! Lama Tak Nampak, Begini Kondisi Terakhir Agung Hercules",1
"Kapoldasu Ultimatum Warga Tanjung Mulia, ""Yang Nggak Punya Dokumen, Angkat Kaki Segera!""",1
"Distro di Medan Dibobol Maling Berjaket Ojol, Ratusan Kaos Bergambar Kartun Lewong",1
"PPDB Online dan Manual Ribet, Emak-emak : Naik Darah Awak Bang!""",1
Gubsu Tempel Larangan Terima Parcel di depan Pagar Rumah Dinas,0
"Perwira Polisi Tuduh Brigjend TNI Nyuri HP, Prajurit TNI Langsung Turun!",1
"Lebaran ke-2, Langkat Macet Parah! Hingga 21Km",1
"Dinding Air Terjun Longsor, 3 Warga Marelan Sedang Berenang Tewas",0
"Tragedi Kebakaran Pabrik Mancis, Sang Ibu Hangus Sambil Memeluk Dua Anaknya",1
"Selama 2019, Indonesia Import Ampas Makanan Senilai Rp16,1 Triliun",0
"Minum Teh Hangat Bayar Rp1000, Pak Polisi ini Ngamuk, ""Apa Gue Usir Sekarang!""",1
Gubernur Kalteng : Tembak di Tempat Pengedar Narkoba!,1
"Ditabrak Kereta Api Kualanamu, Cewek Medan Cuma Lecet Sikit",1
Perawat Honor dan Staf Bawaslu Kompak Nyabu di Kamar Mayat,1
"5 Kali Mau Niduri ABG Cantik, Pria Ini Sudah ""Dor"" Duluan Saat ""Survey"" Lokasi",1
"Ngaku Polisi, Ancam Warga Disabilitas Pake Pistol, Emak-emak Gemetar Ketakutan",1
Kronologis Anak Penggal Kepala Ayah Hingga Putus di Nias,1
Ledakan Tabung Gas Hanguskan Komplek Perumahan TNI 121 Kebun Lada,0
"Istri tua dan Istri Muda Rebutan Warisan, Suami Pilih Gantung Diri",1
"Pakai Ilmu Hitam, 3 Remaja Berhasil Gasak 30 Motor",1
"GAWAT!!! Sangking Tercemarnya, Air Danau Toba Bisa Bikin Anak Autis!",1
"Ketauan Mencuri, Dua Pelajar di Sergai Bunuh dan Perkosa Emak-emak",1
Dor!!! Pelaku Curanmor Berbadan Besar Nangis Sampai Ngompol,1
"PKB Minta 10, Nasdem 11, Belum Lagi Golkar, PPP dan PDIP... Pusing Lah!!! !",1
Komplotan Rampok Nyaru Petugas Leasing 'Digonikan' Polres Sergai,1
"Ketik ""Monyet Cukur Rambut"" di Google, Muncul Foto Pak Jokowi Lagi Pangkas, Ini Biangnya!",1
"Sangking Miskinnya, Nek Amur Hanya Bisa Menjerit Kesakitan saat Lapar Mendera",1
"Walhi : 60% Lebih Lahan di Indonesia Sudah Dikuasai Investor, Apa Masih Kurang?",1
"Cewek SMA di Simalungun Digenjot 4 Kali di Warung, Udah Hamil Baru Lapor Polisi",1
"Si Bodat ini Serahkan Perawan Pacar Buat Teman, Setelah Itu Digilir",1
"Tiga Begal Sadis di Medan Ditangkap, Ini Daftar Sepmor yang Pernah Dicuri",1
"Siap-siap! Jalan Tol Dalam Kota di Medan Segera Dilaunching, Ada 3 Rute",1
"Cemburu ke Istri Pertama, Istri Kedua Gantung Diri, Tali Putus, Gagal Mati Deh!",1
"Nyamar Jadi Emak Emak Berdaster, Polisi Ini Berhasil Tangkap Begal Sadis",1
Aturan Baru Ini Bikin Ijazah SD dan SMP Negeri di Medan Tak Bisa Ditandatangani Kasek,1
Krisis Air Bersih di Lebak Meluas Hingga 16 Kecamatan,0
Disbudpar Kota Malang Panggil Manajemen Museum Bentoel ,0
Puskeshaji Layani 471.946 Kunjungan Jamaah Haji ,0
Bottas tak Menyerah Incar Gelar Juara F1,0
"Capim KPK, Calon Komisioner yang Wajib Teken Kontrak Politik",0
"Tumbangkan Serbia, Argentina Ke Semi Final FIBA Wold Cup",0
Anggaran Buat DPR Bertambah Rp 833 Miliar,0
"Hadapi Era Digital, OJK Gandeng Otoritas Keuangan Korsel",0
Lentera Anak Puji Audisi di Purwokerto tanpa Citra Djarum,0
Thareq Habibie: Kesehatan Bapak Mulai Stabil ,0
Desa Rohingya di Myanmar Dihancurkan untuk Gedung Pemerintah,0
MPR: Haluan Negara Berbeda dengan GBHN Orde Baru,0
"Dagestan, Pegunungan Terpencil Penghasil Petarung MMA",0
Organda Minta Angkutan Umum Direvitalisasi,0
JK Sebut Surpres Revisi UU KPK akan Dikirim ke DPR,0
"Kuliah tak Diliburkan, Mahasiswa Riau Jadi Korban Kabut Asap",0
Keluarga tak Berencana Bawa Habibie Berobat ke Luar Negeri,0
Wapres JK Jenguk Habibie di RSPAD,0
Orang yang Mulia ,1
Dodi Apresiasi Kerja Sama DPRD Muba dalam Pelaksanaan Tugas,0
Sandiaga Respons Kemungkinan Dirinya Kembali Gabung Gerindra,0
Masinton Minta Kritik Atas Capim KPK Dilengkapi Data,0
"Revisi Buku Pendidikan, BPIP akan Diskusi dengan Sejarawan",0
Indonesia tak Terima Dituding Penyebab Asap di Malaysia,0
TNI Bantu PLN Hindari Blackout Kembali Terjadi,0
Siswi SMK di Kota Bandung Ditusuk Saat akan Masuk Sekolah,0
Pengamat: Kontrak Politik Capim KPK Bentuk Intimidasi,0
Media Turki Rilis Transkrip Audio Rinci Pembunuhan Khashoggi,0
Dua Kali di Kabupaten Bekasi Kembali Dibersihkan,0
Aburizal: Kesehatan Habibie Lebih Baik dari Tadi Pagi,0
TNI-PLN Teken Kerja sama Pengamanan Sistem Ketenagalistrikan,0
1.017 Kendaraan Melanggar Ganjil-Genap pada Hari Kedua,0
KA Rail Clinic Sambangi Wilayah Banyumas,0
Batan: Dipasok Daya dari PLTN Mobil Listrik Ramah Lingkungan,0
Manchester City Punya Skuat Termahal di Eropa,0
Jonan Tegur PLN Soal Blackout,0
Sampai Kapankah Seorang Anak Disebut Yatim?,1
Fahri Harap Partai Gelora Resmi Deklarasi Tahun Ini,0
Kemenhub Evaluasi Tarif Baru Ojek Daring dalam Waktu Sebulan,0
Gunung Slamet Masih Berstatus Waspada,0
Kadishub: Perluasan Ganjil-Genap Turunkan Polusi,0
Kivlan Jalani Sidang Kepemilikan Senpi Ilegal di PN Jakpus,0
Pemkab Purwakarta Perketat Pengawasan Pekerja Migran,0
"Habibie Diisukan Meninggal, Adik: Itu Ulah Orang Iseng",0
Lam Sebut Parlemen Asing Campuri Urusan Hong Kong,0
Hiu Paus Tutul Terdampar di Pantai Lumajang,0
JK: Tak Semua Poin Revisi UU KPK Disetujui Pemerintah,0
Garuda Panggil Sriwijaya Air Soal Pencopotan Direktur Utama,0
Kemendes Promosikan Kopi Nusantara di Sail Nias 2019,0
"Dikabarkan Gabung Partai Gelora, Ini Kata Fahri",1
"Investasi Timur Tengah Rendah, BKPM Bentuk Komisi Khusus",0
Arief Poyuono: Revisi UU KPK Harus Ditolak,0
"Utang Lunas, Ingat 4 Poin Penting Ini Biar Keuangan Aman",1
Tidur Siang 1-2 Kali Seminggu Kurangi Kemungkinan Serangan Jantung,0
"Investor OKI: Urus Izin di Daerah Sulit, Bupati Seperti Raja",0
Desa Berperan Sebagai Sentra Produksi Pertanian dan Pangan,0
Mantan Sekutu Erdogan Bentuk Partai Saingan ,0
Pelatih Persib Putar Otak Akali Krisis Striker Pelapis,0
"Batas Gaji Pemain Liga Spanyol: Barca Rp 10 T, Madrid 9,9 T",0
Pertamina Pastikan Kesiapan Pasokan Avtur BIJB Kertajati,0
Jokowi Janji Palapa Ring Timur Selesai Tahun Ini,0
"HUT Ke-30, BRI Agro Sediakan Hadiah Ratusan Juta Rupiah",0
JK: Dewan Pengawas Jangan Selalu Dianggap Rugikan KPK,0
Penyelundupan 74 Ekor Burung tanpa Dokumen Digagalkan,0
Gaspol dan Cyberjeck Segera Beroperasi di Indonesia,0
Kebakaran Hutan Paksa Ratusan Warga Australia Mengungsi,0
"Dukungan Mengalir, Ribuan Dosen Tolak Revisi UU KPK",0
Bus Tabrak Pemotor Hingga Meninggal di Sragen,0
Rumours over Habibie’s passed away just hoax,0
Polisi Ancam Keluarkan Red Notice untuk Veronica Koman,0
Cucu dan Anak Dampingi Habibie di Rumah Sakit,0
MAKI: Semangat Revisi UU KPK Harus Penegakkan Hukum ,0
"Tawarkan Ponsel Lipat yang Out of The Box, Perusahaan Ini Tantang Samsung dan Huawei",1
Jokowi Setujui Usulan Pemekaran Wilayah di Papua,0
"Kompensasi Blackout PLN Sudah Cair, Begni Cek Caranya",1
"Iuran BPJS Naik, RS Diminta Siapkan Ruang Rawat yang Cukup",0
Inilah Produk High-End dari Trio Legion Lenovo Terbaru,1
"Enam Tahun Lamanya, Miliarder Ini Jadi Penderma Rahasia",1
Massa Pro dan Kontra Revisi UU KPK Datangi Gedung DPR RI,0
IHSG Diprediksi 6.650 hingga Akhir Tahun,0
"ART Meninggal Digigit Anjing, Polisi Periksa Enam Saksi",0
Ibas Pimpin Pembekalan Caleg Terpilih Demokrat ,0
Hamdan Zoelva Sebut BJ Habibie Belum Bisa Berkomunikasi,0
"Spanyol Menang Terus, Sergio Ramos Ingin Tampil 200 Kali",0
Aplikasi GoCar Instant Dukung Bandara Menjadi Smart Airport,0
Bea Cukai Parepare Gelar Donor Darah ,0
Jokowi Janji akan Bangun Istana Presiden di Papua,0
"Grup Keuangan Korsel Guyur Rp350,55 Miliar ke Indonesia ",0
Trump: Tensi India-Pakistan Mulai Reda ,0
"Televisi 4K Gratis dari Orang Terkaya Se-Asia, Siapa Mau?",1
Pejetski Indonesia Juarai P1 Aquacross di Amerika,0
SurveI: RK-Uu Dinilai Bawa Jabar Lebih Baik,0
"Uu Disebut 'Ban Serep', Emil: Silakan Nilai Kami Apa Adanya",0
SMP Labschool Cibubur Gelar Pesantren Kautsar Ashabul Kahfi ,0
Anies Sebut Kondisi Kesehatan Habibie Cukup Berat,0
Malaysia Tawarkan Bantuan Padamkan Kebakaran Hutan Indonesia,0
Pantai Mustika akan Dijadikan Sentra Kuliner Lobster,0
Barapa Bayaran Khabib Nurmagomedov Usai Kalahkan Poirier?,1
"Pencurian Mobil Dinas, Emil: Diduga Ada Indikasi Orang Dalam",0
"Jadi Pemimpin Paling Inovatif, Jeff Bezos vs Elon Musk, Siapa Juaranya?",1
Kabut Asap Ganggu Penerbangan di Bandara Banjarmasin,0
Anis Mata dan Fahri Hamzah akan Gabung Partai Gelora,0
"Perang Narkoba, Guatemala Kirim 2.000 Tentara ke Perbatasan",0
DT Peduli Bersama Laznas Chevron Gelar Thibbun Nabawi,0
Trump Tolak Kedatangan Pengungsi Korban Badai dari Bahama,0
"Nissan Terra dan Note Adopsi Teknologi E-Power, Apa Itu?",1
Bea Cukai Amankan Vape Ilegal di Wonosobo,0
Uni Eropa akan Bantu Ekonomi Kuba,0
Mahasiswa Papua Belum Laporan Dugaan Teror Ular,0
Sleman Terapkan e-voting Pada Pilkades Serentak 2020,0
"Kualitas Udara Memburuk, Jambi Perpanjang Libur Sekolah",0
"Krisis Global, Sentimen Negatif Bagi Pergerakan IHSG",0
Sinergi BUMN Hadir di Provinsi Kepulauan Bangka Belitung,0
"Bukan Jet Pribadi, Ini 5 Aset Termahal Milik Mark Zuckerberg",1
"Asap di Pekanbaru Makin Pekat, Jarak Pandang Hanya 800 Meter",0
Qatar Bangun Gaza Palestina Rp 420 Miliar dalam Sebulan,0
"Hari Ini Jack Ma Pensiun, Siapa Penggantinya?!",1
"Belum Kondusif, 6 Daerah di Papua Ini Belum Bisa Akses Internet",1
Mandiri Sekuritas Catat Imbal Hasil Pasar SUN Naik 10 Persen,0
IMF Pertimbangkan Kandidat Tunggal Kristalina Georgieva,0
"Buntut Sanksi AS, Iran Siap Perkaya Uranium",0
Pemkab Bekasi Bentuk Forum Penanganan Sampah Sungai ,0
Tahanan Perempuan Palestina di Penjara Israel Meningkat,0
DPRD Targetkan Wagub Terpilih Akhir Tahun,0
CEO Big Hit Sebut Dua Lagu yang Populerkan BTS,1
"Bakal Hadapi Ferguson, Ini Kata Khabib Nurmagomedov",1
Gubernur Disarankan Bentuk Asrama Nusantara ,0
"Harga Batu Bara Acuan September 65,79 Dolar AS per Ton",0
Teknik Plating Diharapkan Dongkrak Penjualan Perak,0
Tim Davis Indonesia Yakin Beri Perlawanan ke Selandia Baru,0
Pembangunan Pengolahan Sampah Sunter Dimulai November 2019,0
Guru dan Siswa MTsN 1 Bogor Raih penghargaan Pramuka      ,0
Ini Daftar 11 Perusahaan Indonesia Terbaik se-Asia Pasifik,1
"Cegah Resesi, OJK Diminta Bertindak Atasi Sektor Keuangan",0
"Otw Nikah, Novel Asma Nadia untuk yang Sedang Menanti Jodoh",1
Indosat Lelang 3.100 Unit Menara Untuk Dana Segar,0
Kemenkes Ungkap Pemicu Tingginya Angka Kematian Haji 2019 ,0
"Perang Dagang, Ekspor Taiwan Tumbuh",0
"Hingga Agustus 2019, 19 PSN Senilai Rp 87,7 Triliun Rampung",0
Arab Saudi akan Perkaya Uranium Saingi Iran,0
Investor Malaysia Lirik Bisnis Wisata Mataram,0
"Waspada, Kualitas Udara Sudah Berbahaya!",1
Juventus tak Tertarik Lepas Douglas Costa,0
Ekspor Cina Turun Tajam,0
"Sepanjang Agustus, Israel Tahan 470 Warga Palestina",0
Pengamat: Penolakan Revisi UU KPK Bertentangan Konstitusi,0
De Bruyne Motori Belgia Bekuk Skotlandia 4-0 ,0
Soundrenaline 2019 Panggung Pertama Kolaborasi Mocca-Ardhito,0
India Bersedia Turunkan Bea Masuk Produk Olahan Sawit RI,0
PDIP Belum Tunjuk Ketua Fraksi DPRD Karanganyar,0
Samik Ibrahim: Ulama Minang Pemrotes Pemerintah Kolonial ,0
"Kemarau, Situ Ciburuy Menyusut Jadi 1 Meter",0
"Isi Kekosongan di Sesi Latihan, Persib Andalkan Pemain U-20",0
Puwakarta Mulai Antisipasi Bencana Jelang Musim Hujan,0
Ponpes Daarul Mukhlishin Produksi Sabun Kecantikan,0
Korut Siap Lanjutkan Perundingan Denuklirisasi dengan AS,0
Siswa SMP Birrul Walidain Deklarasi Bersama untuk Papua,0
Ketua ICMI: Jangan Karena Beda Politik Indonesia Pecah,0
Christian Eriksen Incaran Utama Real Madrid Tahun Depan,0
Israel Tuding Iran Kembangkan Senjata Nuklir,0
"Waduh, Sebagian Lampu Lalu Lintas di Purwakarta Mati",1
Menristekdikti Cari Industri untuk Kembangkan Mobil Listrik,0
Palangka Raya Waspadai Peningkatan Kasus ISPA,0
Pakistan Tangkap 22 Pengunjuk Rasa Pro-Kemerdekaan Kashmir,0
Fung: Purwokerto Punya Fasilitas Bagus untuk Bulu Tangkis,0
"Setelah Mobil Dinas Hilang, Pemprov Jabar Tingkatkan Pengamanan",0
"Keren, Bekasi Ajak Milenial Gemar Mengaji Lewat MTQ",1
Permukiman Bantaran Ciliwung Bogor Jadi Pilot Project Kota Tanpa Kumuh,0
13 Lapak Pedagang Tasik Terbakar,0
Polda Riau Bongkar Perdagangan Manusia Melalui Medsos,0
"Ironis, Banyak Penderita HIV di Tasik",1
Ulama Sayangkan Agenda Politik Gunakan Sumpah Alquran,0
SBY Bicara Persatuan dan Kemajemukan Indonesia,0
Polda Papua Benarkan Tangkap Ketua BEM Fisip Uncen,0
Kota Padang Hanya Anggarkan Rp 4 Miliar untuk Bencana,0
"Pemilihan Capim KPK, DPR Ingin Sefrekuensi dengan Pansel ",0
Sejumlah Kawasan di Hutan Gunung Walat Sukabumi Kebakaran ,0
Apakah Pekerja Masih Dibutuhkan Pertambangan Australia Saat Otomatisasi Makin Marak?,1
Nishino tidak Masalah Rahasia Liga Thailand Dibocorkan,0
Pemkab Dharmasraya akan Peringati Hari Maritim Nasional,0
Pemerintah Sediakan Rp 100 M untuk Perbaikan Fasum di Papua,0
Wenger Menyesal Gagal Boyong Messi ke Arsenal,0
Susy Susanti: Bulu Tangkis Butuh Regenerasi,0
"Sebut 300 Juta Muslim Radikal, Kampus Melbourne Islamofobia?",1
Gerindra Putuskan Pradi Calon Wali Kota Depok 2020 ,0
Doa Bagi Kesembuhan BJ Habibie Terus Mengalir,0
Seluruh Suku di Manokwari akan Deklarasi Damai,0
Produksi Garam Nasional Perlu Miliki Skala Ekonomi yang Masif,0
Menkeu: Revisi PPh Pribadi Untungkan Masyarakat Menengah,0
"Awas, Ada Puluhan Notaris Abal-abal Berkeliaran di Sragen",1
"Kebakaran di Pasar Mebel, Kerugian Puluhan Juta Rupiah",0
Eric Bailly Bisa Segera Perkuat MU Lagi ,0
Esemka Diyakini Bisa Bersaing di Pasar Otomotif Domestik,0
"Tahan Imbang Kroasia, Azerbaijan Kantongi Poin Perdana",0
Afghanistan Serukan Taliban Terima Gencatan Senjata,0
Menteri PANRB Minta Universitas Cetak Generasi Unggul,0
Begini Cara Mengenal Saus Cabai Berkualitas,1
De Gea Selangkah Lagi Perpanjang Kontrak di MU,0
BNPB Ingin Ubah Kawasan Rawan Bencana Jadi Potensi Wisata,0
Bastoni Yakin Inter Milan Berjaya di Bawah Asuhan Conte,0
Pala Sulut Kembali Diekspor ke Italia,0
Antropolog untuk Indonesia Tolak Pelemahan KPK,0
"Trump: Pembicaraan dengan Taliban Telah ""Mati""",0
Menkeu Minta Data Kesehatan Masyarakat Diperbaiki,0
Perdamaian Israel-Palestina Dinilai Masih Sulit Dicapai,0
Koperasi Diminta Putus Rantai Tengkulak dan Calo,0
"Belanda Cukur Estonia 4-0, Wijnaldum Cetak Gol Lagi",0
Anies Segarkan Jakarta Lewat Geliat Seni Budaya,0
Puan: Industri Spa Dapat Tingkatkan Perekonomian Lokal,0
